"Ill."	"Illinois Reports"	36792	https://api.case.law/v1/cases/?reporter=528	https://api.case.law/v1/reporters/528
"Ill. 2d"	"Illinois Reports, Second Series"	11081	https://api.case.law/v1/cases/?reporter=529	https://api.case.law/v1/reporters/529
"Ind. App."	"Indiana Court of Appeals Reports"	19252	https://api.case.law/v1/cases/?reporter=436	https://api.case.law/v1/reporters/436
"Ind. L. Rep."	"Indiana Law Reporter"	230	https://api.case.law/v1/cases/?reporter=646	https://api.case.law/v1/reporters/646
"Ind."	"Indiana Reports"	33006	https://api.case.law/v1/cases/?reporter=272	https://api.case.law/v1/reporters/272
"Indian Terr."	"Indian Territory Reports"	575	https://api.case.law/v1/cases/?reporter=1069	https://api.case.law/v1/reporters/1069
"Iowa"	"Iowa Reports"	39738	https://api.case.law/v1/cases/?reporter=474	https://api.case.law/v1/reporters/474
"Jeff."	"Jefferson"	84	https://api.case.law/v1/cases/?reporter=190	https://api.case.law/v1/reporters/190
"Johns. Cas."	"Johnson's Cases"	330	https://api.case.law/v1/cases/?reporter=126	https://api.case.law/v1/reporters/126
"Johns. Ch."	"Johnson's Chancery Reports"	570	https://api.case.law/v1/cases/?reporter=10	https://api.case.law/v1/reporters/10
"Johns."	"Johnson's Reports"	2794	https://api.case.law/v1/cases/?reporter=122	https://api.case.law/v1/reporters/122
"Jones and Spencer's Super. Ct. Rep."	"Jones and Spencer's Superior Court Reports"	3130	https://api.case.law/v1/cases/?reporter=172	https://api.case.law/v1/reporters/172
"Edsall"	"Journal of the Courts of Common Rights and Chancery of East New Jersey"	0	https://api.case.law/v1/cases/?reporter=770	https://api.case.law/v1/reporters/770
"Pa. (Admiralty)"	"Judgements in the Admiralty of Pennsylvania in four suits, brought as for maritime hypothecations"	9	https://api.case.law/v1/cases/?reporter=813	https://api.case.law/v1/reporters/813
"Kan. App. 2d"	"Kansas Court of Appeals Reports"	5275	https://api.case.law/v1/cases/?reporter=472	https://api.case.law/v1/reporters/472
"Kan."	"Kansas Reports"	38717	https://api.case.law/v1/cases/?reporter=476	https://api.case.law/v1/reporters/476
